Country or Area;Year;Value
Aruba;2005;115.910060444
Aruba;2004;101.870171166
Aruba;2003;96.1375777396
Aruba;2002;89.1431411786
Aruba;2001;92.8782641501
Aruba;2000;100.0
Australia;2014;165.074049666
Australia;2013;176.991600762
Australia;2012;181.991130873
Australia;2011;200.432685248
Australia;2010;178.900164479
Australia;2009;162.975636816
Australia;2008;174.630501735
Australia;2007;152.391242032
Australia;2006;145.516119785
Australia;2005;131.084923192
Australia;2004;116.175504306
Australia;2003;105.923504966
Australia;2002;105.849473797
Australia;2001;104.075270616
Australia;2000;100.0
Austria;2014;87.7416133223
Austria;2013;87.7514290681
Austria;2012;87.4328057739
Austria;2011;88.6635689707
Austria;2010;91.3734392736
Austria;2009;93.6673331465
Austria;2008;92.0136936028
Austria;2007;94.4708439947
Austria;2006;93.9585420169
Austria;2005;95.1285121204
Austria;2004;96.85803947
Austria;2003;97.9963298351
Austria;2002;98.8575718302
Austria;2001;98.6833144154
Austria;2000;100.0
Azerbaijan;2014;184.163132464
Azerbaijan;2013;197.245097976
Azerbaijan;2012;197.908403691
Azerbaijan;2011;191.404693297
Azerbaijan;2010;155.301227503
Azerbaijan;2009;126.998214843
Azerbaijan;2008;189.924691382
Azerbaijan;2007;153.096901466
Azerbaijan;2006;150.306347735
Azerbaijan;2005;136.549900612
Azerbaijan;2004;111.574268285
Azerbaijan;2003;95.943517027
Azerbaijan;2002;90.1435429051
Azerbaijan;2001;87.1412451465
Azerbaijan;2000;100.0
Bahamas, The;2014;81.042431622
Bahamas, The;2013;81.5661013137
Bahamas, The;2012;87.484906918
Bahamas, The;2011;87.5644625144
Bahamas, The;2010;82.9349335523
Bahamas, The;2009;81.8224883557
Bahamas, The;2008;89.8834547712
Bahamas, The;2007;91.2189431375
Bahamas, The;2006;93.0744067289
Bahamas, The;2005;95.8553828469
Bahamas, The;2004;99.2979494196
Bahamas, The;2003;99.1290514087
Bahamas, The;2002;93.3146157893
Bahamas, The;2001;96.6372497637
Bahamas, The;2000;100.0
Bahrain;2014;125.412862255
Bahrain;2013;125.759079562
Bahrain;2012;125.033755954
Bahrain;2011;127.340854437
Bahrain;2010;125.713969043
Bahrain;2009;110.911514049
Bahrain;2008;142.822115635
Bahrain;2007;127.312028855
Bahrain;2006;129.594184544
Bahrain;2005;116.08416708
Bahrain;2004;105.285933613
Bahrain;2003;95.5953338179
Bahrain;2002;92.5018482213
Bahrain;2001;95.240671228
Bahrain;2000;100.0
Bangladesh;2014;59.3175150716
Bangladesh;2013;59.571612919
Bangladesh;2012;60.402894518
Bangladesh;2011;56.2798414903
Bangladesh;2010;60.9921188891
Bangladesh;2009;66.9940341224
Bangladesh;2008;58.7483654652
Bangladesh;2007;68.0573471478
Bangladesh;2006;75.1623875755
Bangladesh;2005;80.4711470125
Bangladesh;2004;86.4638835603
Bangladesh;2003;92.9831794064
Bangladesh;2002;102.769937227
Bangladesh;2001;103.604639882
Bangladesh;2000;100.0
Bangladesh;1999;108.695652174
Bangladesh;1998;113.793103448
Bangladesh;1997;114.285714286
Bangladesh;1996;110.975609756
Bangladesh;1995;111.842105263
Bangladesh;1994;114.285714286
Bangladesh;1993;124.242424242
Bangladesh;1992;123.529411765
Bangladesh;1991;126.865671642
Bangladesh;1990;117.391304348
Bangladesh;1989;124.615384615
Bangladesh;1988;128.571428571
Bangladesh;1987;128.813559322
Bangladesh;1986;132.727272727
Bangladesh;1985;162.264150943
Bangladesh;1984;135.849056604
Bangladesh;1983;129.62962963
Bangladesh;1982;137.735849057
Bangladesh;1981;132.75862069
Bangladesh;1980;136.666666667
Barbados;2014;113.642681526
Barbados;2013;113.719460499
Barbados;2012;115.394798553
Barbados;2011;110.653724895
Barbados;2010;117.584619385
Barbados;2009;125.718527713
Barbados;2008;121.344055119
Barbados;2007;120.032929957
Barbados;2006;121.828963961
Barbados;2005;118.330637592
Barbados;2004;107.550684798
Barbados;2003;100.791136518
Barbados;2002;96.5405556545
Barbados;2001;97.7930289597
Barbados;2000;100.0
Belarus;2014;116.886218797
Belarus;2013;116.886218797
Belarus;2012;119.274088435
Belarus;2011;110.126573685
Belarus;2010;101.187728418
Belarus;2009;99.1709885971
Belarus;2008;111.533767663
Belarus;2007;100.489163514
Belarus;2006;103.070220796
Belarus;2005;99.2762249382
Belarus;2004;98.3639120941
Belarus;2003;98.3639120941
Belarus;2002;99.8952184179
Belarus;2001;99.7933884298
Belarus;2000;100.0
Belgium;2014;95.3973633507
Belgium;2013;94.7194951509
Belgium;2012;94.562380703
Belgium;2011;95.1274542227
Belgium;2010;96.4622641509
Belgium;2009;98.3495693191
Belgium;2008;96.4622641509
Belgium;2007;99.3417347226
Belgium;2006;98.127200749
Belgium;2005;98.9663635589
Belgium;2004;100.418496939
Belgium;2003;101.595775733
Belgium;2002;101.657294289
Belgium;2001;100.297510798
Belgium;2000;100.0
Belize;2014;100.347072909
Belize;2013;99.3364600593
Belize;2012;100.307934097
Belize;2011;102.234474344
Belize;2010;99.0887729281
Belize;2009;94.4725645835
Belize;2008;86.6928403449
Belize;2007;88.0420975672
Belize;2006;92.8905333681
Belize;2005;84.9422703555
Belize;2004;87.7819735662
Belize;2003;87.9621602677
Belize;2002;97.4570952043
Belize;2001;104.791779981
Belize;2000;100.0
Benin;2014;114.968397458
Benin;2013;113.63224089
Benin;2012;115.774182185
Benin;2011;126.720480718
Benin;2010;120.503553439
Benin;2009;107.863364903
Benin;2008;105.798582003
Benin;2007;106.992175984
Benin;2006;105.825350214
Benin;2005;98.7183002815
Benin;2004;101.007172503
Benin;2003;101.183650996
Benin;2002;89.5123100794
Benin;2001;90.037594583
Benin;2000;100.0
Benin;1999;100.0
Benin;1998;99.1304347826
Benin;1997;99.0990990991
Benin;1996;94.1666666667
Benin;1995;106.611570248
Benin;1994;80.5309734513
Benin;1993;82.3529411765
Benin;1992;85.1851851852
Benin;1991;94.2307692308
Benin;1990;107.0
Benin;1989;82.1782178218
Benin;1988;86.2385321101
Benin;1987;78.8461538462
Benin;1986;82.5581395349
Benin;1985;93.9393939394
Benin;1984;98.4848484848
Benin;1983;94.2857142857
Benin;1982;93.4210526316
Benin;1981;73.8461538462
Benin;1980;86.3636363636
Bermuda;2014;112.618729954
Bermuda;2013;96.8389344985
Bermuda;2012;63.6117722051
Bermuda;2011;70.2986524191
Bermuda;2010;71.5582198888
Bermuda;2009;71.2817949255
Bermuda;2008;102.499926547
Bermuda;2007;96.9573075126
Bermuda;2006;98.7265106779
Bermuda;2005;95.0940731794
Bermuda;2004;97.7529835198
Bermuda;2003;97.3276362328
Bermuda;2002;104.484264027
Bermuda;2001;105.622323367
Bermuda;2000;100.0
Bhutan;2014;122.745465857
Bhutan;2013;123.284428914
Bhutan;2012;127.994764963
Bhutan;2011;139.572941129
Bhutan;2010;133.433762364
Bhutan;2009;126.22768458
Bhutan;2008;138.888693176
Bhutan;2007;123.073134967
Bhutan;2006;136.387673717
Bhutan;2005;135.742464206
Bhutan;2004;126.422449945
Bhutan;2003;107.933260765
Bhutan;2002;106.738158867
Bhutan;2001;108.463840334
Bhutan;2000;100.0
Bolivia;2014;202.529218363
Bolivia;2013;211.267826085
Bolivia;2012;223.377466418
Bolivia;2011;219.92411748
Bolivia;2010;201.021711713
Bolivia;2009;175.60320681
Bolivia;2008;166.509708372
Bolivia;2007;170.970126108
Bolivia;2006;163.125469305
Bolivia;2005;123.670548534
Bolivia;2004;111.51880344
Bolivia;2003;106.584050768
Bolivia;2002;101.035286087
Bolivia;2001;97.0599017383
Bolivia;2000;100.0
Bolivia;1999;97.9591836735
Bolivia;1998;98.0392156863
Bolivia;1997;103.773584906
Bolivia;1996;100.0
Bolivia;1995;89.3805309735
Bolivia;1994;91.2621359223
Bolivia;1993;79.0
Bolivia;1992;82.2916666667
Bolivia;1991;101.086956522
Bolivia;1990;102.02020202
Bolivia;1989;113.186813187
Bolivia;1988;121.686746988
Bolivia;1987;133.766233766
Bolivia;1986;136.842105263
Bolivia;1985;184.415584416
Bolivia;1984;182.926829268
Bolivia;1983;159.090909091
Bolivia;1982;185.0
Bolivia;1981;168.965517241
Bolivia;1980;187.5
Bosnia and Herzegovina;2014;98.1576509826
Bosnia and Herzegovina;2013;98.0993902912
Bosnia and Herzegovina;2012;98.9304104223
Bosnia and Herzegovina;2011;101.102228207
Bosnia and Herzegovina;2010;100.376401605
Bosnia and Herzegovina;2009;98.6680946377
Bosnia and Herzegovina;2008;98.5255799583
Bosnia and Herzegovina;2007;101.267857404
Bosnia and Herzegovina;2006;102.633400862
Bosnia and Herzegovina;2005;99.4651199687
Bosnia and Herzegovina;2004;100.682712146
Bosnia and Herzegovina;2003;100.658360155
Bosnia and Herzegovina;2002;99.8434928421
Bosnia and Herzegovina;2001;99.2783069234
Bosnia and Herzegovina;2000;100.0
Botswana;2014;84.528255603
Botswana;2013;81.5156798335
Botswana;2012;82.2609102591
Botswana;2011;82.5625931791
Botswana;2010;85.1377870804
Botswana;2009;82.1214909172
Botswana;2008;81.5093383338
Botswana;2007;98.4442574131
Botswana;2006;93.9967677885
Botswana;2005;89.6256684481
Botswana;2004;93.9677074919
Botswana;2003;94.8723525897
Botswana;2002;97.8456756296
Botswana;2001;99.562568625
Botswana;2000;100.0
Botswana;1999;100.0
Botswana;1998;100.0
Botswana;1997;98.1818181818
Botswana;1996;93.75
Botswana;1995;89.3442622951
Botswana;1994;89.5652173913
Botswana;1993;85.4700854701
Botswana;1992;84.1666666667
Botswana;1991;91.8181818182
Botswana;1990;98.1308411215
Botswana;1989;102.247191011
Botswana;1988;101.123595506
Botswana;1987;89.1304347826
Botswana;1986;82.6666666667
Botswana;1985;82.8125
Botswana;1984;68.6046511628
Botswana;1983;62.8865979381
Botswana;1982;67.7419354839
Botswana;1981;74.2574257426
Botswana;1980;83.5051546392
Brazil;2014;130.248897048
Brazil;2013;135.460888848
Brazil;2012;140.320553484
Brazil;2011;147.760238957
Brazil;2010;130.942004923
Brazil;2009;116.243648611
Brazil;2008;127.519183114
Brazil;2007;106.995696303
Brazil;2006;107.470389082
Brazil;2005;103.161101188
Brazil;2004;98.1175620991
Brazil;2003;94.5818765126
Brazil;2002;93.116149349
Brazil;2001;97.8171473211
Brazil;2000;100.0
Brazil;1999;103.157894737
Brazil;1998;114.285714286
Brazil;1997;114.423076923
Brazil;1996;108.333333333
Brazil;1995;110.377358491
Brazil;1994;100.952380952
Brazil;1993;87.2727272727
Brazil;1992;81.9672131148
Brazil;1991;78.90625
Brazil;1990;66.4429530201
Brazil;1989;74.2647058824
Brazil;1988;84.2975206612
Brazil;1987;65.2482269504
Brazil;1986;73.3870967742
Brazil;1985;62.0689655172
Brazil;1984;62.1794871795
Brazil;1983;57.6687116564
Brazil;1982;59.649122807
Brazil;1981;61.9318181818
Brazil;1980;73.8853503185
Brunei Darussalam;2014;200.701510658
Brunei Darussalam;2013;214.391380983
Brunei Darussalam;2012;223.99311802
Brunei Darussalam;2011;209.719537353
Brunei Darussalam;2010;180.910766721
Brunei Darussalam;2009;168.248361295
Brunei Darussalam;2008;244.164855796
Brunei Darussalam;2007;186.991905633
Brunei Darussalam;2006;191.580482203
Brunei Darussalam;2005;159.804623309
Brunei Darussalam;2004;114.221746963
Brunei Darussalam;2003;102.173289858
Brunei Darussalam;2002;89.0621111917
Brunei Darussalam;2001;100.133333001
Brunei Darussalam;2000;100.0
Bulgaria;2014;107.805841619
Bulgaria;2013;107.550850743
Bulgaria;2012;108.466751209
Bulgaria;2011;108.236720283
Bulgaria;2010;109.517045455
Bulgaria;2009;109.275285972
Bulgaria;2008;105.689265225
Bulgaria;2007;105.136363636
Bulgaria;2006;102.811920223
Bulgaria;2005;97.2371021427
Bulgaria;2004;95.9263759584
Bulgaria;2003;101.254442574
Bulgaria;2002;100.280668127
Bulgaria;2001;98.2954545455
Bulgaria;2000;100.0
Burkina Faso;2014;114.385259391
Burkina Faso;2013;119.903005898
Burkina Faso;2012;125.612459344
Burkina Faso;2011;139.722548883
Burkina Faso;2010;121.005887398
Burkina Faso;2009;95.7654841622
Burkina Faso;2008;90.8187216934
Burkina Faso;2007;90.6994946354
Burkina Faso;2006;87.017800119
Burkina Faso;2005;84.499991048
Burkina Faso;2004;100.94543461
Burkina Faso;2003;109.440427776
Burkina Faso;2002;90.3912486566
Burkina Faso;2001;91.2363154024
Burkina Faso;2000;100.0
Burkina Faso;1999;112.371134021
Burkina Faso;1998;124.489795918
Burkina Faso;1997;121.698113208
Burkina Faso;1996;122.608695652
Burkina Faso;1995;130.973451327
Burkina Faso;1994;121.782178218
Burkina Faso;1993;110.0
Burkina Faso;1992;115.584415584
Burkina Faso;1991;114.159292035
Burkina Faso;1990;118.803418803
Burkina Faso;1989;118.75
Burkina Faso;1988;112.727272727
Burkina Faso;1987;106.796116505
Burkina Faso;1986;96.5517241379
Burkina Faso;1985;85.1063829787
Burkina Faso;1984;85.2631578947
Burkina Faso;1983;73.0
Burkina Faso;1982;63.7254901961
Burkina Faso;1981;63.3663366337
Burkina Faso;1980;64.9572649573
Burundi;2014;137.802563494
Burundi;2013;126.655520254
Burundi;2012;144.994010987
Burundi;2011;164.96350249
Burundi;2010;153.080097021
Burundi;2009;130.738628917
Burundi;2008;126.919549785
Burundi;2007;119.365843123
Burundi;2006;119.782103662
Burundi;2005;112.068567908
Burundi;2004;93.3416084452
Burundi;2003;89.9949596214
Burundi;2002;87.291147327
Burundi;2001;86.0734958301
Burundi;2000;100.0
Burundi;1999;115.92920354
Burundi;1998;121.176470588
Burundi;1997;109.543568465
Burundi;1996;118.942731278
Burundi;1995;163.568773234
Burundi;1994;171.369294606
Burundi;1993;120.408163265
Burundi;1992;97.9452054795
Burundi;1991;136.391437309
Burundi;1990;128.279883382
Burundi;1989;177.5
Burundi;1988;217.891373802
Burundi;1987;179.08496732
Burundi;1986;296.226415094
Burundi;1985;243.14516129
Burundi;1984;265.502183406
Burundi;1983;212.132352941
Burundi;1982;181.818181818
Burundi;1981;170.860927152
Burundi;1980;230.921052632
Cambodia;2014;68.5905735645
Cambodia;2013;69.6417692475
Cambodia;2012;71.361706297
Cambodia;2011;68.5418816738
Cambodia;2010;74.1495538381
Cambodia;2009;80.2920683285
Cambodia;2008;74.2874711757
Cambodia;2007;80.7958126465
Cambodia;2006;84.7097159708
Cambodia;2005;87.9616331032
Cambodia;2004;93.4045808332
Cambodia;2003;99.7931046066
Cambodia;2002;106.757251709
Cambodia;2001;102.406498516
Cambodia;2000;100.0
Cameroon;2014;156.384588631
Cameroon;2013;154.399357952
Cameroon;2012;156.757648672
Cameroon;2011;162.906572962
Cameroon;2010;152.009205943
Cameroon;2009;137.208405063
Cameroon;2008;144.174293046
Cameroon;2007;134.7024183
Cameroon;2006;134.780592673
Cameroon;2005;127.454980418
Cameroon;2004;115.742337635
Cameroon;2003;106.783325674
Cameroon;2002;104.24786411
Cameroon;2001;97.9321020597
Cameroon;2000;100.0
Cameroon;1999;70.2702702703
Cameroon;1998;83.4862385321
Cameroon;1997;87.0689655172
Cameroon;1996;82.2580645161
Cameroon;1995;90.4
Cameroon;1994;84.7457627119
Cameroon;1993;74.0
Cameroon;1992;64.4578313253
Cameroon;1991;102.586206897
Cameroon;1990;81.25
Cameroon;1989;66.4383561644
Cameroon;1988;84.6774193548
Cameroon;1987;89.6551724138
Cameroon;1986;101.960784314
Cameroon;1985;77.2058823529
Cameroon;1984;80.3921568627
Cameroon;1983;88.0
Cameroon;1982;114.525139665
Cameroon;1981;70.8571428571
Cameroon;1980;80.2083333333
Canada;2014;125.360694136
Canada;2013;124.811583036
Canada;2012;122.854883445
Canada;2011;126.014179932
Canada;2010;123.13655085
Canada;2009;113.729216835
Canada;2008;129.880364713
Canada;2007;123.54823895
Canada;2006;119.808141673
Canada;2005;119.719991342
Canada;2004;115.611039593
Canada;2003;111.445116937
Canada;2002;105.462898195
Canada;2001;101.1430368
Canada;2000;100.0
Cape Verde;2014;101.312797971
Cape Verde;2013;100.148257099
Cape Verde;2012;103.36839187
Cape Verde;2011;100.285027057
Cape Verde;2010;102.900511903
Cape Verde;2009;104.879735896
Cape Verde;2008;95.05404395
Cape Verde;2007;98.3085829903
Cape Verde;2006;101.876250473
Cape Verde;2005;99.236489121
Cape Verde;2004;87.9972368943
Cape Verde;2003;93.8515702838
Cape Verde;2002;99.4033754854
Cape Verde;2001;99.8531319603
Cape Verde;2000;100.0
Cape Verde;1999;100.0
Cape Verde;1998;100.0
Cape Verde;1997;100.0
Cape Verde;1996;100.0
Cape Verde;1995;100.0
Cape Verde;1994;100.0
Cape Verde;1993;100.0
Cape Verde;1992;100.0
Cape Verde;1991;100.0
Cape Verde;1990;100.0
Cape Verde;1989;100.0
Cape Verde;1988;100.0
Cape Verde;1987;100.0
Cape Verde;1986;100.0
Cape Verde;1985;100.0
Cape Verde;1984;100.0
Cape Verde;1983;100.0
Cape Verde;1982;135.714285714
Cape Verde;1981;218.055555556
Cape Verde;1980;100.0
Cayman Islands;2014;61.6449590548
Cayman Islands;2013;61.2293890522
Cayman Islands;2012;72.1325081734
Cayman Islands;2011;70.7622093792
Cayman Islands;2010;74.1752299005
Cayman Islands;2009;73.7638725168
Cayman Islands;2008;71.5203081777
Cayman Islands;2007;82.3584130159
Cayman Islands;2006;85.9486988535
Cayman Islands;2005;83.7072962896
Cayman Islands;2004;89.4460496788
Cayman Islands;2003;92.2992252007
Cayman Islands;2002;97.1788586211
Cayman Islands;2001;97.5581619095
Cayman Islands;2000;100.0
Central African Republic;2014;73.6886458493
Central African Republic;2013;68.794767063
Central African Republic;2012;67.5085532251
Central African Republic;2011;71.7887898677
Central African Republic;2010;80.8544740113
Central African Republic;2009;81.9603560827
Central African Republic;2008;81.9140731494
Central African Republic;2007;90.8642582858
Central African Republic;2006;90.5213646459
Central African Republic;2005;92.5988465597
Central African Republic;2004;100.550720566
Central African Republic;2003;99.7479092709
Central African Republic;2002;94.7121543762
Central African Republic;2001;97.2497690669
Central African Republic;2000;100.0
Central African Republic;1999;107.142857143
Central African Republic;1998;123.684210526
Central African Republic;1997;150.0
Central African Republic;1996;166.923076923
Central African Republic;1995;192.96875
Central African Republic;1994;200.0
Central African Republic;1993;273.846153846
Central African Republic;1992;280.740740741
Central African Republic;1991;268.939393939
Central African Republic;1990;237.5
Central African Republic;1989;295.774647887
Central African Republic;1988;278.014184397
Central African Republic;1987;243.670886076
Central African Republic;1986;234.615384615
Central African Republic;1985;257.894736842
Central African Republic;1984;269.369369369
Central African Republic;1983;260.162601626
Central African Republic;1982;270.078740158
Central African Republic;1981;252.252252252
Central African Republic;1980;260.606060606
Chad;2014;196.578382154
Chad;2013;213.223944372
Chad;2012;217.568037014
Chad;2011;212.829019071
Chad;2010;177.358227469
Chad;2009;146.245487812
Chad;2008;214.309080451
Chad;2007;175.225712952
Chad;2006;173.713041707
Chad;2005;152.728467076
Chad;2004;116.6542274
Chad;2003;99.3027709039
Chad;2002;82.851845508
Chad;2001;85.5493862098
Chad;2000;100.0
Chad;1999;95.6140350877
Chad;1998;100.840336135
Chad;1997;92.5619834711
Chad;1996;91.8518518519
Chad;1995;92.6229508197
Chad;1994;77.5700934579
Chad;1993;92.5531914894
Chad;1992;102.040816326
Chad;1991;108.421052632
Chad;1990;111.827956989
Chad;1989;93.9024390244
Chad;1988;115.189873418
Chad;1987;103.75
Chad;1986;108.823529412
Chad;1985;118.965517241
Chad;1984;108.823529412
Chad;1983;109.523809524
Chad;1982;128.846153846
Chad;1981;106.097560976
Chad;1980;108.333333333
Chile;2014;135.450767367
Chile;2013;136.6481603
Chile;2012;142.150165643
Chile;2011;152.144683813
Chile;2010;157.248192463
Chile;2009;125.930204847
Chile;2008;131.411628832
Chile;2007;161.689869519
Chile;2006;162.049159819
Chile;2005;125.496272359
Chile;2004;114.181026893
Chile;2003;96.6149040293
Chile;2002;94.1208944841
Chile;2001;91.4868580596
Chile;2000;100.0
Chile;1999;100.0
Chile;1998;100.0
Chile;1997;113.0
Chile;1996;109.523809524
Chile;1995;135.576923077
Chile;1994;114.583333333
Chile;1993;101.041666667
Chile;1992;110.204081633
Chile;1991;113.0
Chile;1990;113.725490196
Chile;1989;125.252525253
Chile;1988;142.307692308
Chile;1987;155.223880597
Chile;1986;175.0
Chile;1985;185.714285714
Chile;1984;202.040816327
Chile;1983;212.244897959
Chile;1982;196.296296296
Chile;1981;203.225806452
Chile;1980;243.333333333
China;2014;83.9603719021
China;2013;81.7620137254
China;2012;79.7200053906
China;2011;79.0138242405
China;2010;82.0143492116
China;2009;91.0559311247
China;2008;83.7753396169
China;2007;88.5070949101
China;2006;89.4334298711
China;2005;88.4034863409
China;2004;90.7276286303
China;2003;92.8897902658
China;2002;92.0709772272
China;2001;97.3973973974
China;2000;100.0
China;1999;104.12371134
China;1998;110.638297872
China;1997;110.204081633
China;1996;105.940594059
China;1995;101.941747573
China;1994;102.040816326
China;1993;101.041666667
China;1992;103.092783505
China;1991;101.030927835
China;1990;102.105263158
China;1989;102.173913044
China;1988;90.7216494845
China;1987;94.5054945055
China;1986;85.1063829787
China;1985;92.5531914894
China;1984;96.5909090909
China;1983;100.0
China;1982;117.283950617
China;1981;120.238095238
China;1980;117.441860465
Colombia;2014;145.920994633
Colombia;2013;161.143253729
Colombia;2012;167.703068587
Colombia;2011;167.70314178
Colombia;2010;149.43300432
Colombia;2009;130.908377782
Colombia;2008;137.453710713
Colombia;2007;129.501809736
Colombia;2006;117.60546209
Colombia;2005;113.585198256
Colombia;2004;107.658680928
Colombia;2003;100.169639552
Colombia;2002;97.3348037801
Colombia;2001;95.6758012027
Colombia;2000;100.0
Colombia;1999;88.8888888889
Colombia;1998;82.5242718447
Colombia;1997;89.9082568807
Colombia;1996;89.8148148148
Colombia;1995;86.7924528302
Colombia;1994;90.8163265306
Colombia;1993;78.4946236559
Colombia;1992;75.7894736842
Colombia;1991;85.7142857143
Colombia;1990;81.25
Colombia;1989;88.1720430108
Colombia;1988;89.7727272727
Colombia;1987;95.0
Colombia;1986;130.555555556
Colombia;1985;103.947368421
Colombia;1984;112.5
Colombia;1983;102.631578947
Colombia;1982;101.234567901
Colombia;1981;98.7179487179
Colombia;1980;112.0
Comoros;2014;94.1543029395
Comoros;2013;82.5386549887
